N,P,K,temperature,humidity,ph,rainfall,label
27,119,181,24.29346290484614,87.71499819652689,5.427111521374142,151.84919646351173,apple
12,51,14,31.66793752726911,80.85370384479216,6.903870400658823,26.427039141612333,mungbean
107,24,62,30.0604572537628,85.12144120623682,7.228368097942052,35.24034823890243,watermelon
13,13,28,29.146154078489495,87.48558727827675,6.3208680672753355,104.43823346404461,pomegranate
56,71,25,28.68619864797691,64.82727175208757,6.9439957756106745,74.45272331967823,blackgram
53,77,83,22.94800306874976,20.422457734817893,7.390042051393551,70.78798090065884,chickpea
34,51,5,30.295676413675572,52.607782551624766,6.410132999309508,144.5414030824868,mothbeans
26,27,20,31.52231622276723,45.75930932811305,5.1331859133968045,1004.9077260717945,mango
71,56,31,27.260342500083944,82.29780634236737,6.2821201008412375,168.37484439529499,jute
8,27,5,20.634324857006384,90.7192866243615,6.055888435133168,126.1993342505326,orange
15,33,33,33.59974239632235,47.52206021323097,6.35178131885275,84.85531673615198,mothbeans
52,30,5,30.22473153131402,86.36437293560233,5.850891804033552,1984.11686846095,rice
95,11,9,26.7403822516131,82.2344835264051,5.488135552867604,20.0,watermelon
41,36,50,31.368973091679393,89.97293994045587,6.440665020987538,147.55351297851146,papaya
115,21,24,25.59355057628161,83.92617225672844,7.326611834315328,661.470476251124,cotton
74,64,48,30.054258100140427,82.78013094318648,6.388939507112306,1010.6588250232651,banana
112,52,28,28.097773704307063,67.86577020072193,6.5056680980487025,663.9636655126021,cotton
32,53,102,17.900807053482353,10.0,6.350066347183834,24.616371944537015,chickpea
120,76,27,24.620204256634842,79.65415438484052,6.307029008491489,618.8251527691832,cotton
26,59,5,26.262644156240494,42.07216674463875,5.431049754764839,250.40591218599158,pigeonpeas
78,52,35,31.22087408952183,82.58935844217353,6.727091282130592,2012.2260867331024,rice
69,76,61,20.338880587827354,71.37375162095438,6.503792358900113,943.1891502137074,banana
92,6,68,27.603804752240734,94.55674904181356,7.859878023589559,119.33254056550597,muskmelon
29,40,14,31.412443791790746,51.65194664815642,6.283399287632826,937.9281716678272,mango
11,60,51,27.173455349650435,55.67106808318144,5.557885318802253,208.93703997472056,pigeonpeas
130,53,44,21.79754355227167,81.1096298290532,6.935911106929247,762.4392547544032,cotton
101,13,47,22.520268313220196,88.64916431293872,5.543151397572593,20.0,watermelon
5,5,10,22.289027936044306,85.61745285312712,6.74410168468404,182.09733542056432,orange
0,25,24,22.49240223747431,98.08224322091993,5.736500858470606,160.1019820944351,coconut
19,46,47,16.059707426719395,12.393502843029296,5.289707047868399,123.63954404500039,kidneybeans
17,135,199,17.942428310506518,94.61196157992485,6.305851641447913,159.59668821529883,apple
16,29,36,28.32292943867534,84.37960987295615,7.12248606441403,41.922207732831836,mungbean
43,11,15,19.110453220458908,88.09939400925789,7.112497764888257,119.81981861246642,orange
26,59,26,28.32981995412231,61.33398888584033,6.349857428693308,48.88461076273607,mothbeans
63,46,72,32.69450715454122,89.6240415631455,7.873364910545556,188.13805578607446,papaya
67,27,50,25.57652663916974,86.10430680655541,6.895660092499139,2087.8256402076404,rice
80,59,45,25.727472068656034,76.52519773378594,5.780351795164198,2029.047545169921,rice
43,13,7,28.953754274298007,89.41573597890098,7.738563916552584,78.3292960005803,orange
16,44,31,20.006060284587072,26.247444608283857,5.176389420681959,31.88521208079436,kidneybeans
32,37,25,31.463061982587746,60.3989210319321,7.202361180914549,49.986074602372994,blackgram
14,47,49,29.84163144503653,100.0,6.098598248690472,175.58730106542583,coconut
47,60,82,15.987217147729254,14.240885533303818,6.63837033918061,49.06991535745311,chickpea
117,9,52,20.803209087016366,82.51096779914171,6.7059974555652175,60.933483763704366,watermelon
49,47,38,33.943962634262284,72.81750785563025,6.912870650123201,123.18848603660132,blackgram
27,60,75,25.301994070529453,16.230291575969137,7.192176793443871,152.87742763339548,chickpea
31,61,46,25.34570407712577,65.0620042964208,6.552411686108594,101.33305732415272,lentil
118,5,45,32.28757637903585,95.09357903521254,6.927131075835577,121.11958588922836,muskmelon
6,63,25,16.335090655400528,10.0,5.322572116047039,115.65850336456131,kidneybeans
30,37,41,17.09674491218438,93.60311972339132,4.828826889523184,127.42037882732774,coconut
21,67,75,15.435276681885851,10.0,5.695483032452335,92.91549746085995,chickpea
111,44,21,19.691951436372584,57.223545317132206,7.250074755312808,168.80446028777473,coffee
86,37,45,24.140995049315517,78.12953691331113,6.728935041924939,1997.2937742228169,rice
29,125,198,27.81962557400055,88.71054903819694,6.001005411010232,685.3504109645318,grapes
97,18,31,23.47341323862554,90.17681533383498,6.749819566776742,195.47961007770098,watermelon
3,66,39,29.6450558437291,42.31145893985798,6.07764748106237,175.29894338307628,pigeonpeas
49,48,5,21.570289278844648,28.107142009699924,5.720220910687541,48.40585469069584,kidneybeans
110,98,59,27.061981702168097,74.29574477689619,6.048290319641859,1001.0040031693009,banana
124,82,38,29.647474194549723,76.47167533220689,5.908095741788779,678.754216934548,cotton
66,15,57,28.383397676212898,79.06445086877712,6.818239553344978,2003.535583038606,rice
23,56,37,27.676472296982762,48.35479966793444,6.883081920543582,104.6142499625709,mothbeans
101,5,60,26.69698120565381,85.16908987592235,6.077143080230971,95.38558776728331,watermelon
23,53,5,28.665575914940685,55.17283277953156,7.574451936467964,76.08446365321404,mothbeans
36,29,10,37.515302067634586,47.424712081545394,6.243330554610096,987.4709040586807,mango
56,59,31,35.879233240914616,95.35739241953014,6.762536964658765,200.5485386982798,papaya
110,94,56,20.120440894804524,85.34743152711835,6.136853685582212,955.3547264465203,banana
21,68,32,26.750997238940478,41.90439335498196,5.243510620437504,105.62067447938753,pigeonpeas
61,72,19,30.82634769609943,55.50596028906237,7.4832528069948445,20.0,blackgram
93,44,30,29.126613097627082,88.351118537752,5.793619508326794,2021.774758416907,rice
12,45,20,32.77933878952036,85.44784983060919,6.984181609556953,78.02107444617573,mungbean
19,39,27,22.373270554272246,37.02985794612282,5.882769502547398,95.3722457729786,pigeonpeas
46,52,18,29.80767136392951,61.51654605295153,7.208025812660893,59.20993227744721,blackgram
26,126,203,20.951945605545443,77.96205869644427,6.29801829521761,605.453542187522,grapes
31,16,18,27.6219637921645,47.06335944124848,6.981152350195139,42.6845045569898,mothbeans
97,38,51,22.75110295546727,87.24957067190287,6.410915175498788,2004.9906329108817,rice
16,27,5,18.683849251432246,88.26490084266769,6.579358415529093,95.68999801857773,orange
32,58,46,23.11946547448843,60.1085137146699,7.174700299023901,66.40258505998796,lentil
17,85,33,24.23046970903124,60.0293626041609,7.95157446295112,21.897489789092074,lentil
83,45,47,23.95418346972592,68.48796309500784,6.9190254787843735,1984.2364362017772,rice
87,69,17,24.851763709428607,82.28395954945299,5.092466110787152,1001.871520230713,banana
102,37,22,24.53392974901803,74.48950382504617,7.14308066601612,861.5479260371054,maize
94,35,5,22.610844647479393,76.94860800737493,6.374868137999039,808.9986649892908,maize
25,33,45,33.38087129838448,48.67111080299007,7.133888752922182,949.4330414689313,mango
52,33,40,30.310491219913033,74.89386283581669,6.58397336952488,1904.4827400716986,rice
68,48,10,26.07217952439184,62.84251794661248,6.358417226618138,834.0124546886046,maize
44,41,90,14.958364852209659,13.26923037929043,6.3290904199240625,85.5721850172106,chickpea
42,24,28,27.46542664864958,47.727835891878954,5.834307999581163,866.2531981080908,mango
75,13,26,21.643738207714122,67.30933946818934,5.472655637957455,198.16055264068984,jute
125,60,52,25.36447664656926,78.26635427774038,6.902409536388115,698.4123870205244,cotton
75,5,6,23.481494306706395,64.8896382775337,6.92826803367206,185.6964522957892,coffee
126,68,64,29.954654186295194,83.92564491596632,5.391157071008086,1052.2272997049934,banana
42,32,5,25.4720974565913,86.58380295838946,7.37767375520198,163.75586921530842,mungbean
61,67,87,19.51074553969463,22.19109220162716,7.20166099747949,75.57095833263915,chickpea
2,69,30,21.9486843066269,58.842073034571285,7.234504099897672,20.0,lentil
5,42,21,23.66995737071192,93.78455279331604,6.912644579647801,65.38944565087263,mungbean
42,58,59,30.07983448322511,93.23974035803226,7.403169637627781,170.42096453475787,papaya
99,55,26,28.41035769347733,71.73009818053528,6.4052851279326095,2040.816318056449,rice
84,43,28,30.219353641746906,85.11472673699433,6.182035271652756,1982.332204678984,rice
6,43,5,34.502132704046346,94.73996271371209,7.044213778081724,149.1754977204166,mungbean
116,60,52,32.424094518805425,84.45826181517386,6.015344917637424,998.9151630540183,banana
37,52,17,30.134873565375607,58.3649813192359,7.91429688462921,68.35748834180369,mothbeans
44,33,34,21.253184723758704,95.16029779761904,6.919497953378762,27.40901284925448,orange
33,12,29,24.689999020637924,85.90423022105938,6.59386768439194,49.59820404546582,pomegranate
12,54,51,20.948632983164952,63.77970153131227,7.0846658172380765,71.62850507865527,lentil
33,49,38,29.931180021649016,49.81714534086023,5.798045373253929,126.55287468145264,pigeonpeas
126,70,52,21.53988814062822,77.57707065728182,6.1735561591988475,742.7502237923186,cotton
140,23,30,20.911930722436388,61.763497963387174,6.5051805092164425,160.44889882536444,coffee
33,24,58,26.445275560547017,64.45101312633881,6.184117840603082,20.0,blackgram
84,63,5,22.09595666923697,57.36970642235004,7.149465609391931,958.5475465416462,maize
109,5,60,28.876498528269053,81.24932330709983,6.0740188263424715,20.0,muskmelon
0,35,25,26.692232691504127,92.4727377029266,5.629795144444248,88.69979439237717,coconut
101,35,17,22.668065539474934,73.95045072806663,6.55996154258036,2013.7355007199565,rice
54,52,5,37.55617149462262,58.23325104887131,7.211379058691051,115.89492537689657,blackgram
140,49,44,19.14472315479597,72.37483148831171,6.268496955804225,565.7669854699235,cotton
74,79,122,14.591557950619748,16.670540312473015,6.415132300941992,102.11309256690652,chickpea
78,8,5,25.98256044843322,71.15886586257186,6.436255137882676,937.8227888753822,maize
14,67,16,27.47608813434352,56.17649434513635,7.5160637697252755,20.0,mothbeans
25,21,49,36.67063543585566,97.18271788879603,6.850136520643959,160.84030271288202,papaya
0,38,29,27.131699703949845,59.42257350348454,7.862192096979438,140.5849229825203,mothbeans
14,128,205,25.409274506729677,95.4151362310224,6.206027950971638,120.68409352182059,apple
0,29,7,18.954252962965338,90.3454573496083,7.175774596404587,70.87070363030729,orange
38,13,27,29.983273796100608,89.22225617881179,6.2515753188121845,68.51653673715347,pomegranate
8,130,205,22.06840542642137,81.45396784860357,5.840373482753586,687.642571882981,grapes
3,55,5,23.724225337679727,48.33460956220259,7.909889422599061,180.65469769530276,mothbeans
18,48,16,26.34054579529018,49.060684374313034,5.966255983524619,192.12885294317672,pigeonpeas
19,53,5,23.48036435950026,56.39838506812322,6.099302966259576,20.0,mothbeans
94,5,45,29.467962878391937,89.48800270424586,6.150317450521985,32.416309697609904,muskmelon
0,46,18,26.842832593056514,88.35542944770789,7.181826950281338,107.77564393356354,mungbean
109,5,49,25.702245006157703,81.34131055384641,5.906840255207591,98.8548199044577,watermelon
4,137,197,23.287726465230758,71.70337937089168,5.988525156193903,713.8413233718038,grapes
27,5,33,19.958538029801037,95.48107358724339,7.385054091004075,130.92199533833582,orange
94,5,30,32.10164119466945,92.1566999008382,6.322729896654614,40.521675979345225,muskmelon
61,61,17,24.447529823095046,57.41792002112364,7.123039747018001,87.16048805674004,blackgram
42,129,205,17.869236973859902,83.22836867072779,5.711118437480533,653.3299857178371,grapes
14,89,66,18.5774736603002,18.03513555814613,7.293132319506337,171.07087873392868,chickpea
84,47,5,21.589604107666872,59.66785813238177,7.055516460644718,897.3961300367241,maize
7,31,16,34.9394029254686,48.22502744437937,5.402914550423587,1005.0258567656437,mango
14,12,13,27.261923168603456,96.34325058626985,6.135541236781093,137.93254568346006,mungbean
39,38,55,15.346794461977527,14.339824944574124,7.186965056188623,23.541473594227945,chickpea
26,19,35,29.48511014678837,95.33015992784404,5.641643250617962,144.97531735119,coconut
5,136,199,24.438414534161144,92.41583564386599,5.704942915057364,741.3919716980676,grapes
57,83,93,19.699550827682252,13.690114103758244,6.308492433630609,20.0,chickpea
109,64,47,25.522702293939606,85.5400853416331,6.0416201776676575,1002.6953313044233,banana
0,144,178,10.2601679838866,89.25779772901264,6.541148771197735,58.265026177261205,apple
8,49,17,17.899564172570475,84.90247877952945,5.816868702953379,23.76439519172483,pomegranate
73,61,37,33.670931383604284,86.96503119990624,6.4693610241389425,196.94659527358868,papaya
36,5,5,21.44598749608658,86.82756564898523,7.999294809550136,162.57258065463768,orange
34,5,33,18.205410085743377,88.44725019347432,7.173749532408855,59.34783711786713,pomegranate
76,39,24,30.867385988991856,79.89414150560964,6.953579709112015,860.5956989765508,maize
20,15,5,19.759496373330915,94.9294880012129,7.482265400537172,20.0,orange
109,20,24,30.04188505337359,91.60383023641909,7.548360496730622,42.53689040216945,muskmelon
59,54,48,21.8964573229337,82.08822515750458,6.985001799746123,2065.5854895177313,rice
118,10,6,26.299344841001297,62.280408878464485,7.466163858644016,140.39110796942927,coffee
40,76,122,20.075427765855366,21.58108850632677,6.562321323419964,112.24028217230097,chickpea
96,5,44,25.776484912105868,80.0541165337074,5.906234614508913,20.0,muskmelon
37,51,75,15.227419313947715,14.542401429914701,6.621894905370321,75.47553641615721,chickpea
86,20,30,26.157261949435153,63.96793033886264,7.427723776927283,166.49790549122824,coffee
104,15,60,22.14461684175942,87.44590311659631,6.308523233474183,23.08987898634066,muskmelon
57,54,51,25.44272706046441,83.73926009200495,7.403027788827822,120.23637227112206,jute
126,43,41,22.934310187079813,75.72451336420386,7.395911481053812,644.5380100117861,cotton
24,64,18,33.6251983063225,56.16653318080498,5.643878055439642,166.19958467693456,pigeonpeas
30,50,36,23.529519553684406,96.2592338788047,6.532290091430503,178.26774507540424,mungbean
24,29,34,34.44302710018428,46.62656583168178,6.852280027760951,911.3514804780827,mango
7,43,48,29.56003150071549,97.43335015526621,5.1070486300313656,223.47697464352652,coconut
18,76,41,25.581026481877853,45.17005755049443,5.049988212722203,226.51901137021937,pigeonpeas
24,31,31,21.385503528257622,93.40998344076628,4.880274313782164,144.76849681098625,coconut
39,49,24,29.42380425174672,43.43861909362866,5.985884301232553,172.60040558657516,pigeonpeas
23,128,188,24.746774826429025,92.08849715641448,5.490960605199257,78.4734438958825,apple
7,145,205,20.533033480222826,85.2785624001055,6.451582371811165,100.52410532833753,apple
118,12,55,26.549448805187538,73.75571529025491,6.032016123800628,50.30144205377763,watermelon
13,48,31,20.445851469553833,23.936624694669415,5.769094571208995,139.14445823045082,kidneybeans
29,5,45,30.332287417492687,42.09019788748259,6.361262281645421,920.4561678270992,mango
19,63,5,21.282791495403885,20.20262766984553,5.071909869943689,139.15060340838565,kidneybeans
80,23,49,22.289283973308322,74.07983902970935,6.112539005308328,169.197781083986,jute
95,5,38,28.859743834578182,92.03800641304547,6.351235903652223,40.89567592466079,muskmelon
102,7,34,21.737012997787257,82.14664703717104,6.5265472654436625,20.0,watermelon
81,57,33,18.605519719378453,81.49565219496868,6.838055757210465,174.30670420606833,jute
33,61,76,17.531666374544173,15.833180800065895,7.258125602798204,140.7777193788006,chickpea
51,71,45,26.84331496358107,63.740684210542035,7.098382524005745,64.19536265205724,blackgram
107,37,51,27.35570422129838,53.449352450648206,6.923275803195602,94.04399608576144,coffee
107,55,43,26.29069471781017,84.49351367860443,7.230702322119211,726.1298203215584,cotton
29,58,29,28.202778882454325,52.95272160896779,5.934209330381103,65.05726356607386,pigeonpeas
36,37,52,26.63195971867514,89.17556717003907,6.009844685640894,139.5212415039488,pomegranate
58,65,30,15.840075591508075,22.608438218998376,6.489389410137928,84.27764309513769,kidneybeans
29,11,59,27.28999096264255,96.94981129753575,5.388884867296114,129.8083205086665,coconut
49,69,63,30.24671114381177,80.7763305968742,6.539992522988301,74.72040929978166,papaya
107,36,49,29.313113203972158,85.90696105174453,7.268411575496982,20.0,muskmelon
28,135,168,22.709923955403756,86.51491645524052,5.756548517746439,665.7061670942558,grapes
49,61,70,32.17542175827925,91.89374726599135,6.769326763903753,169.78329177878817,papaya
124,5,70,27.381620609312687,87.85656432991419,7.444854817545889,20.0,muskmelon
23,24,35,28.907026556034193,57.24660323533988,7.62317247636865,127.57603059044052,mothbeans
24,36,40,27.302063323303322,57.665480083755824,6.692421910961531,25.808475744157068,mothbeans
86,22,45,23.773968961681575,80.14989679982784,6.523778786499412,141.97691799101767,jute
91,27,23,26.752942781250567,65.07941082550299,6.4146356758486975,800.470609543733,maize
16,5,7,22.517821157203663,86.8594857024905,7.243068448045903,44.12222668312455,orange
35,48,14,28.000221751878268,63.96063812475951,6.920152180677405,91.39314135715101,blackgram
8,145,205,25.952029773793882,76.4075653200931,6.858574625851174,731.3134463439726,grapes
21,54,5,28.01056999916371,45.47300925752093,6.4602929048223645,208.0996761225172,pigeonpeas
40,31,5,24.097417338657884,80.79194726122765,6.705165078872237,142.8099562698906,orange
55,29,42,25.882529117354064,72.54916991869116,6.41236669902243,798.4346987175445,maize
38,80,16,27.701358136036408,69.63512385454412,7.151595658708148,37.97631622229612,blackgram
22,43,14,23.90190688545268,22.243433166565204,6.725496879638035,120.42878837424719,kidneybeans
90,5,43,27.17719133875945,86.33096633007371,6.471324150311044,20.0,muskmelon
104,36,34,26.772659044811974,84.43804900497625,6.32243282681683,34.84484287885503,muskmelon
33,46,18,19.36053382530458,24.28629336692353,6.410851515451033,80.28551027713502,kidneybeans
94,5,29,26.7241003479877,65.32393473122517,7.317765058055595,75.62734246697613,coffee
9,11,14,21.250115645653693,98.99312554072223,7.8688383324887665,57.31903658002624,orange
31,33,96,19.737064587127282,19.76842302898639,5.967851204982968,140.69144951803918,chickpea
20,77,13,18.02873382275842,23.679203198162714,5.583002058940995,78.82217833085045,kidneybeans
99,15,67,30.017335586698056,82.06930456615814,7.0817953063316885,59.78706883654769,watermelon
19,66,38,24.752948757666722,51.47660444489774,5.518874897253164,71.46995937732706,pigeonpeas
64,84,11,20.03881396617856,65.97033632162301,5.919112771065849,884.1287923041901,maize
56,41,47,28.911368588834918,82.58665474764415,6.760555405209638,270.6267200275079,papaya
19,53,14,22.38854998915627,45.485951159579116,5.897750062908182,174.7989461661025,pigeonpeas
89,53,39,22.88890366065604,80.04639520419167,7.057399793397517,1929.4746451390859,rice
19,5,19,20.281465606708913,89.78058803655833,7.023711509130198,136.8782362316039,orange
0,128,205,21.002025827675652,87.01022451089614,5.327847249436684,685.9791828277217,grapes
122,76,40,18.719946949197286,80.34085353585823,6.300564036281609,692.8362890589478,cotton
91,73,51,31.829863046754973,77.82395641493389,5.943393633521439,957.3293512207356,banana
86,56,73,22.957339789031575,72.77062528069601,6.681776607567008,831.5912828409661,maize
98,50,34,21.011737190601522,83.97890244479066,7.488106447856454,163.85326450390977,jute
62,5,50,20.63218539598907,83.01247869573058,5.975704672135861,129.88226486019826,pomegranate
23,26,22,30.966863208044693,86.9673620840221,6.753368351905084,64.13190068671054,mungbean
13,130,173,24.644113550656403,88.98089314232053,5.286579752716578,698.6820714146996,grapes
26,132,200,20.954803695049744,89.67775059184025,5.385112523050308,164.09935990260462,apple
62,62,26,21.980956839150693,63.6794004047831,5.702981352429602,870.6128268232279,maize
77,45,38,24.16071164847164,81.63762399865158,6.648037281855011,1979.8024791138012,rice
3,11,26,30.026664903944773,59.89232890680543,6.8476108396332,20.0,mothbeans
30,32,41,26.746187520700396,100.0,5.475668844919583,169.80912116742647,coconut
89,45,6,21.47544352196316,76.9158077120011,6.440640017144545,808.7226877442904,maize
26,39,34,24.063575341187796,90.19306292647813,4.924380541459594,30.859441068565218,coconut
23,32,17,30.09272555902001,85.6786578721247,6.641214571415117,20.0,mungbean
41,53,75,22.58604606546529,19.078344319807524,7.5560227847553225,79.94666119363683,chickpea
96,24,56,31.120118239904716,96.01529102136581,7.122269045302873,106.54399056864725,muskmelon
100,41,35,26.18267804825782,76.86875865325715,6.387250876821839,200.08555879795696,jute
98,34,30,19.522713518364615,59.46500645222132,6.954464718696071,197.7202374990655,coffee
120,71,40,20.619770086356333,81.21179332919094,7.289241376130587,713.1438175253716,cotton
89,20,33,27.592543007141195,75.67895478413935,7.175366282437815,2018.068625013335,rice
106,30,49,23.140240280454908,77.07005064885877,7.04725035214997,46.3589422528456,muskmelon
15,131,190,24.41480030488477,94.98416939258958,5.79609779299844,163.65412562152704,apple
124,66,55,29.125003394883702,85.2584026027997,7.211739763820136,740.5830065373823,cotton
22,9,29,22.48813883759626,96.8210815060462,7.384732138128406,114.18458125253439,orange
0,133,195,21.25738222681231,70.89436701398736,5.705606489854788,636.4831095023025,grapes
51,50,25,26.079475710252396,86.42677017914386,5.233752233240975,138.82084320781075,coconut
35,79,67,14.134830742101894,12.431450376298455,7.575121227113985,35.2078943121122,chickpea
102,17,42,25.832183617303638,87.426365936487,5.923361108935089,20.0,watermelon
95,13,36,25.6316140431977,92.87505756414281,5.416005269209986,106.31067450892343,muskmelon
11,29,48,32.59490249882714,89.27434413587177,7.358029270504638,126.56205381365801,mungbean
16,33,5,27.450530193932593,50.978176744971556,6.766109168223691,97.7574871989978,mothbeans
46,51,56,35.9233371873444,83.55650381886966,7.518023103338603,102.33785148128086,papaya
0,126,191,24.07378453931097,78.61958447814128,6.374812911755277,751.6269677467159,grapes
86,41,68,20.94377474297932,88.5595612272333,7.593984551521552,164.75845509534378,jute
87,22,48,29.73718397168254,88.06949924556041,7.1351718549541845,2021.7319544105035,rice
45,40,25,22.004135694146463,68.3778399415357,8.016277475044793,20.0,lentil
105,78,30,30.111296382002546,77.34635096013918,5.759527893147093,1064.4641365846876,banana
1,117,165,27.875705213827427,92.67292452209995,6.205287246262382,66.19675977023812,apple
107,5,46,28.238516811837194,94.75695904871193,6.190373976992273,20.0,muskmelon
9,60,5,31.063737200974035,53.238585692154835,5.096895301975257,171.53565758158007,pigeonpeas
42,15,32,15.94264972373303,22.460141577071816,5.397901743679293,124.37125454536725,kidneybeans
116,14,46,23.036331882033963,79.08468174592592,7.131831516157306,81.8191974207814,watermelon
44,9,34,30.48600860594929,48.4024875934885,6.315717921203641,953.6432490675045,mango
54,64,35,30.93929187165335,93.81428403778604,5.919348899675432,121.48551917117607,papaya
77,25,24,19.85995383260198,57.75669000243238,6.75729813927778,892.1855799455668,maize
0,5,27,31.12931054378785,55.09181993878624,6.713900700295462,1013.9095518208106,mango
45,32,27,32.44298163214524,83.08029156745249,6.802098079661262,149.9509043712494,jute
9,134,205,24.24491420889965,82.26210521445678,6.156913106643522,671.8326282286079,grapes
7,78,18,21.09480409818833,13.432324177541751,5.522620705711063,121.14602309912442,kidneybeans
76,37,30,26.840365319298424,67.9611666111735,6.371545587937108,826.2368718756477,maize
69,19,25,24.69120637769095,75.55825451158415,5.67182817840016,2003.0521382819986,rice
30,145,194,20.19236317874504,91.74486720844426,6.153874299261892,27.900091910661487,apple
38,33,5,27.923171344997467,88.70729251485962,7.262917767564216,24.296911390545592,mungbean
130,60,42,22.708605050614846,76.03448124002487,7.068731781670646,648.527509099508,cotton
73,67,54,29.280220134732815,89.57427843911314,6.802141695953349,20.0,papaya
119,107,61,25.686578979583125,76.79361394120058,5.960831677559782,976.1961018365365,banana
34,31,22,21.058741056510307,50.988430168667875,7.089436286269416,102.4584867812476,mothbeans
118,15,65,33.285711332955486,95.13835833014879,7.506388966958311,57.475360467130805,muskmelon
95,38,23,26.32284554806615,63.40085349690882,6.042398645477684,890.6255042821557,maize
54,70,5,23.533133481169866,56.17253351921122,7.588541838649671,99.52890378830466,blackgram
40,58,25,28.628063165710625,83.41085639548044,6.810590592571348,20.0,mungbean
31,5,47,29.742743977063483,50.68198161741769,6.03422797197747,989.0783637163928,mango
109,20,56,31.574158131606122,93.3329515244131,7.220221999925346,20.0,muskmelon
38,79,5,31.317658679715137,51.36030936166325,5.50187081748676,167.61067626452228,pigeonpeas
34,137,194,22.7762558689642,81.93270710815943,5.980811082567853,766.1981521023918,grapes
0,125,179,23.835256534855294,70.96889638412426,5.99177479484427,729.3672896177198,grapes
85,9,32,25.417307513535484,87.44145312163046,6.7436009220196445,20.0,watermelon
30,74,5,27.523395735981843,49.543355490435715,6.405227763906741,136.0250848466172,pigeonpeas
34,63,21,33.219665996063966,46.342597098861006,5.516488402120172,89.92166493541005,pigeonpeas
114,40,39,23.016382518665196,76.8741132340321,6.631520391837889,182.61667529174895,jute
50,35,15,28.506364483394,53.67542929327217,7.121985272062958,20.0,mothbeans
73,60,18,28.992418414948975,64.740444394649,7.248577956479684,41.68473207139735,blackgram
13,35,12,19.6990761197545,95.79586206700701,6.066824326668118,157.13365485961842,orange
27,134,205,22.536725968257088,93.68736577445937,6.4536946890360465,142.401834481065,apple
39,13,22,28.418164664373126,49.907950371712396,6.083583753111479,845.2599096151403,mango
93,32,33,25.94115913208937,81.56755537477783,6.5186091524725,1956.4115653806916,rice
33,145,205,26.269993330641334,79.72795771423033,5.756403740218389,776.6047698269431,grapes
47,145,205,25.72805075180524,96.20710052368467,6.035713365585635,110.03733750094773,apple
20,66,26,22.545990258430706,66.19060687665109,6.543555787699019,148.05206873605624,lentil
41,37,61,35.54612968358865,96.56644822874915,6.354996283714943,137.67127347701737,papaya
112,22,52,28.170639808906696,91.84276954354084,6.233692321580102,55.604583108643496,muskmelon
24,15,5,25.591236005360578,91.19738033835822,7.85804645352696,156.44197817626872,orange
99,5,16,21.871073435272887,62.08712459025909,7.169535968384112,166.2788693322286,coffee
15,102,196,22.514365830821397,82.94322738395859,5.575721921864449,156.83828442407884,apple
98,60,66,27.44089503608103,88.31636421594916,6.021362058893394,989.1361960592096,banana
71,46,30,26.27654219290871,75.6085987537482,6.171397544898928,80.21261277227833,jute
8,5,5,21.48364225400136,83.56911386890519,7.578219479362041,97.63914269654725,orange
